Age,Weight (kg),Height (m),BMI,Fat_Percentage,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Workout_Frequency (days/week),Gender,Workout_Type,Experience_Level,Calories_Burned,Cluster,PCA1,PCA2
53,62.1,1.7,21.5,24.7,164,123.0,71,1.42,1.46,1,Female,Yoga,Beginner,278.0,1,0.9996774730241391,-1.561498109299031
57,61.5,1.63,23.2,26.1,171,151.0,79,0.82,1.27,3,Female,Cardio,Intermediate,344.0,0,-0.40611828696218083,0.02450149546092467
55,84.5,1.78,26.8,19.6,177,122.0,71,0.71,1.02,5,Male,Yoga,Intermediate,219.0,1,-1.1951707503194091,-1.724749091741723
25,59.7,1.7,20.6,29.2,192,167.0,63,0.59,1.43,7,Female,Cardio,Advanced,360.0,0,-0.49475462735306314,-0.06734620291606155
51,62.5,1.6,24.4,23.9,169,156.0,66,0.82,1.03,6,Male,Cardio,Advanced,420.0,1,-0.3630225287639481,-1.199389332744765
34,84.2,1.71,28.9,38.2,183,133.0,78,1.08,0.9,5,Female,Yoga,Intermediate,306.0,1,-0.40423247342259994,-0.9358989500183698
35,84.2,1.81,25.6,21.2,183,157.0,68,0.79,1.74,5,Male,Cardio,Intermediate,544.0,2,1.152905256382979,0.13108880417409494
45,83.0,1.68,29.5,28.9,178,145.0,73,0.27,0.84,5,Male,Strength,Advanced,91.0,0,-2.955564160988683,-0.6120341112785345
43,89.1,1.75,29.1,22.4,186,148.0,71,1.1,1.52,3,Male,Strength,Beginner,606.0,2,1.7508597389495104,0.5610347186924901
36,67.1,1.64,24.8,29.2,185,156.0,63,0.95,2.01,7,Female,Cardio,Advanced,515.0,2,1.733092137809087,-0.7519626518935166
60,45.6,1.61,17.5,25.1,157,160.0,78,0.46,0.71,3,Female,HIIT,Beginner,107.0,0,-2.9906684645317707,-0.20122175168776224
25,57.7,1.67,20.6,23.3,186,118.0,63,0.8,1.24,6,Female,Yoga,Advanced,157.0,1,-0.9181353024442865,-2.35204086677702
22,79.2,1.69,27.7,27.9,193,138.0,76,0.96,1.11,4,Female,Yoga,Intermediate,246.0,0,-0.5373865902688345,-0.13271803646915492
19,54.6,1.7,18.9,8.6,202,171.0,77,1.45,2.37,1,Male,Cardio,Beginner,597.0,2,3.7154590251980686,2.822899738051355
53,72.3,1.75,23.6,13.0,180,134.0,66,1.07,0.96,4,Male,Strength,Intermediate,409.0,1,0.14057412235990724,-1.2585695089017988
35,79.8,1.75,26.1,23.3,196,166.0,74,0.91,1.46,2,Male,Cardio,Beginner,541.0,2,0.980895712172277,2.1155402999673556
36,91.0,1.73,30.4,19.5,184,153.0,68,0.61,1.33,3,Male,Cardio,Intermediate,404.0,0,-0.3617449894341465,0.36441946243028567
45,67.1,1.72,22.6,9.9,182,158.0,70,0.25,0.66,4,Male,Cardio,Advanced,123.0,0,-3.192559872803057,0.12019246892548086
36,68.9,1.76,22.4,22.9,173,126.0,82,0.49,1.06,5,Male,Yoga,Intermediate,143.0,1,-1.9296397925133077,-1.0588356536215033
42,75.5,1.75,24.6,25.2,182,116.0,66,1.33,1.74,6,Male,Yoga,Advanced,428.0,1,2.0611050572715346,-2.3372607305879036
20,66.6,1.6,26.1,31.5,186,182.0,78,0.58,1.0,3,Female,HIIT,Beginner,365.0,0,-1.291058335513844,2.145253737158905
24,79.0,1.81,24.2,22.5,190,156.0,75,1.21,1.91,3,Male,Strength,Beginner,559.0,2,2.3865380876831694,1.2094571249271997
58,74.7,1.61,28.8,33.4,189,157.0,71,1.17,1.41,5,Female,Strength,Intermediate,543.0,2,1.3718557489872536,0.1396739280555793
37,55.1,1.59,21.8,30.1,184,148.0,73,1.0,1.49,3,Female,Strength,Beginner,263.0,0,0.10705224435513422,0.19984417302469218
25,75.5,1.73,25.3,25.3,184,144.0,66,0.96,1.59,5,Male,Strength,Intermediate,460.0,2,1.0380262301733731,-0.6671537588409173
33,83.5,1.78,26.5,8.0,188,153.0,76,1.26,1.56,3,Male,Strength,Beginner,605.0,2,2.131861810821924,1.0053189585520845
32,63.8,1.66,23.3,14.1,182,152.0,69,0.88,1.68,3,Female,Cardio,Intermediate,363.0,2,0.47551811658380083,0.05410712952631024
29,80.7,1.7,28.0,41.1,181,154.0,65,0.82,1.28,5,Female,Cardio,Intermediate,455.0,1,0.08518245957139686,-0.5267761036467169
30,73.5,1.7,25.4,19.3,202,134.0,74,1.29,1.26,5,Male,Yoga,Advanced,441.0,2,1.304032273871628,-0.1808571770299739
49,93.6,1.84,27.8,24.2,182,138.0,75,1.14,1.81,2,Male,Strength,Beginner,562.0,2,2.1244040847353505,0.44195734893339916
22,69.7,1.65,25.5,24.4,195,129.0,66,0.78,0.78,4,Female,Yoga,Advanced,228.0,1,-1.417201018556434,-0.9370578479593441
31,59.7,1.51,26.2,32.2,183,156.0,79,0.9,1.29,3,Female,Cardio,Intermediate,359.0,0,-0.11120543365548125,0.6993852842203514
38,79.5,1.88,22.4,28.2,179,139.0,63,0.79,1.5,1,Male,Strength,Beginner,304.0,1,-0.05524443412302298,-0.1850818351159056
41,67.1,1.73,22.4,25.9,190,165.0,78,0.73,1.32,5,Male,Cardio,Intermediate,405.0,0,-0.13326682231753395,1.0927271876775462
55,77.5,1.62,29.5,39.2,172,153.0,66,0.6,0.76,5,Female,Cardio,Intermediate,303.0,1,-1.7742388147783603,-1.0194755854363047
57,83.6,1.75,27.2,22.3,149,126.0,76,0.71,1.49,3,Male,Cardio,Beginner,342.0,1,-0.19451563133399197,-1.617720667926777
30,58.6,1.67,20.9,18.5,204,169.0,67,1.29,1.91,4,Female,Cardio,Intermediate,570.0,2,2.507500757736722,1.2974888645394613
41,78.5,1.75,25.5,19.9,181,119.0,69,1.03,0.84,1,Male,Yoga,Beginner,255.0,1,-0.6412828056931476,-0.8797168125087396
18,57.3,1.81,17.5,8.0,197,166.0,82,1.08,1.11,2,Male,Cardio,Beginner,445.0,2,0.4533926972609164,2.3020656822941343
44,65.5,1.7,22.6,20.6,185,147.0,82,0.43,1.06,4,Male,Strength,Intermediate,211.0,0,-1.8417963295830282,0.5939046410661063
24,80.4,1.68,28.5,25.5,194,151.0,69,1.52,1.84,3,Male,Strength,Intermediate,778.5,2,3.783296162940817,0.645816751261452
21,77.4,1.78,24.3,30.5,198,157.0,70,0.94,1.1,7,Female,Strength,Advanced,512.0,2,0.3720209699807308,0.0519265806297906
46,77.9,1.76,25.2,30.1,173,141.0,75,1.03,1.66,2,Male,Strength,Beginner,406.0,2,1.0304018200814566,0.03922608240120746
25,42.6,1.56,17.5,21.1,182,151.0,78,0.85,1.66,6,Female,Cardio,Advanced,299.0,1,0.1760822190193369,-0.25373009573199606
38,75.5,1.8,23.3,33.6,183,123.0,55,1.06,1.02,6,Male,Yoga,Advanced,345.0,1,0.07470724411341098,-2.6878857112887378
22,62.9,1.55,26.1,19.5,202,188.0,70,0.71,1.67,4,Female,HIIT,Advanced,443.0,0,0.36290255827020484,2.2727187074428548
50,77.1,1.7,26.6,26.9,169,154.0,63,0.42,1.51,7,Female,HIIT,Advanced,308.0,1,-0.9869609322009314,-1.4773890224741397
50,70.4,1.57,28.5,42.6,168,138.0,60,0.72,1.5,2,Female,Strength,Beginner,243.0,1,-0.5791377148371857,-1.1870443264357546
42,65.3,1.65,24.0,18.3,187,160.0,69,0.65,1.49,3,Male,Cardio,Intermediate,303.0,0,-0.42096630024752196,0.7088681736395449
53,60.2,1.58,24.2,23.5,168,124.0,85,1.34,1.52,1,Female,Yoga,Beginner,224.0,1,0.7236774593178554,-0.5648474958870526
36,50.4,1.6,19.7,24.8,180,142.0,64,1.0,1.36,5,Female,Strength,Advanced,308.0,1,0.10614261631722183,-1.3876053609704533
26,71.0,1.72,24.0,30.6,187,160.0,76,0.66,1.19,4,Female,Cardio,Intermediate,331.0,0,-0.8620238349230974,0.7532923318427578
24,54.9,1.66,20.0,16.0,190,156.0,82,0.69,1.23,1,Male,Strength,Beginner,233.0,0,-0.9746310277672687,1.9197272869365483
27,54.4,1.75,17.8,12.3,178,168.0,68,0.33,0.54,5,Male,HIIT,Advanced,159.0,0,-3.124567144056474,-0.057963828840529634
26,65.9,1.79,20.7,22.4,186,173.0,75,0.77,1.34,1,Male,HIIT,Beginner,503.0,0,0.2730475319231769,2.2547734153542165
31,70.3,1.52,30.5,48.0,188,165.0,61,0.45,0.68,5,Female,HIIT,Intermediate,289.0,0,-2.2307579296331554,-0.07212459384966735
27,57.5,1.55,23.8,27.5,190,181.0,67,0.5,1.17,5,Female,HIIT,Intermediate,299.0,0,-1.4061098893118054,1.0251211235087934
43,93.7,1.91,25.6,20.0,186,159.0,80,1.1,1.79,3,Male,Cardio,Beginner,736.0,2,2.584909528288025,1.66853854188583
24,65.2,1.69,22.8,38.2,204,139.0,71,1.25,1.21,4,Female,Yoga,Intermediate,270.0,2,0.37507644766650206,-0.05083370143656241
44,45.9,1.6,18.0,19.3,188,150.0,70,0.93,1.6,5,Female,Strength,Advanced,247.0,1,0.0980404868720077,-0.3724894698187255
32,80.9,1.69,28.4,16.1,192,178.0,75,0.59,0.99,3,Male,HIIT,Beginner,431.0,0,-0.881831352730828,2.2313114276537025
47,60.7,1.86,17.5,8.0,174,158.0,84,0.71,1.09,3,Male,Cardio,Intermediate,343.0,0,-0.8261025794569122,0.8111279362238669
40,59.2,1.62,22.7,34.9,176,123.0,72,1.24,1.56,1,Female,Yoga,Beginner,169.0,1,0.42697847273254774,-0.9510483809957806
56,60.2,1.57,24.6,31.6,170,149.0,80,0.71,1.5,5,Female,Cardio,Intermediate,264.0,1,-0.567354568751093,-0.4482326781856154
36,78.9,1.75,25.7,18.4,187,159.0,75,1.19,1.68,1,Male,Cardio,Beginner,656.0,2,2.308995682763994,1.7114147435983038
30,67.9,1.76,22.0,16.6,193,162.0,78,0.79,1.3,6,Female,Strength,Advanced,391.0,0,-0.15023279843941628,0.705729357589026
43,41.4,1.52,17.8,22.6,182,150.0,60,0.8,1.19,6,Female,Cardio,Advanced,270.0,1,-0.7286718508362273,-1.3803665248130124
46,56.3,1.61,21.8,35.2,175,150.0,76,0.59,1.06,2,Female,Cardio,Beginner,155.0,0,-1.8793193016056398,0.35702593325047155
36,63.9,1.71,22.0,18.1,188,170.0,72,0.47,1.1,3,Female,HIIT,Beginner,191.0,0,-1.9474511220251198,1.3620024441131118
42,52.1,1.54,21.9,24.9,188,152.0,72,1.17,1.8,4,Female,Strength,Intermediate,374.0,2,1.3490925263189428,0.08746909761863778
38,85.9,1.74,28.5,16.5,188,128.0,78,1.04,1.28,4,Male,Yoga,Intermediate,388.0,1,0.5388057406573811,-0.40535628358815823
31,60.7,1.73,20.2,13.7,186,156.0,73,1.21,1.98,5,Male,Cardio,Intermediate,562.0,2,2.4901699896562977,0.2713628176047781
31,79.5,1.75,25.9,29.4,180,168.0,82,0.88,1.42,3,Male,HIIT,Beginner,582.0,2,0.9182775857005206,1.766531140395745
57,82.8,1.81,25.4,22.4,163,132.0,70,0.89,1.44,1,Male,Strength,Beginner,342.0,1,0.14781657878333437,-0.8022741793000343
47,85.7,1.74,28.4,35.6,171,154.0,63,0.67,1.52,4,Female,HIIT,Advanced,525.0,1,0.34574299401964276,-0.6567540724290892
22,77.9,1.79,24.3,28.2,194,141.0,71,0.42,1.0,3,Male,Strength,Intermediate,180.0,0,-1.9946239617617287,0.339843263081275
59,90.7,1.81,27.8,20.5,171,138.0,68,1.06,1.36,6,Male,Strength,Advanced,670.0,1,1.6524624727153239,-1.507218482688824
48,72.8,1.74,24.1,29.2,165,105.0,70,0.41,0.91,3,Male,Yoga,Intermediate,110.0,1,-2.4045410614838176,-2.419398254429879
20,76.5,1.7,26.5,31.2,190,151.0,62,1.08,1.23,6,Male,Strength,Advanced,602.0,2,1.2940177762160912,-0.636917451498207
49,61.6,1.8,19.1,16.5,176,161.0,82,0.64,1.07,2,Male,Cardio,Beginner,209.0,0,-1.4959119600060595,1.247146795317245
43,41.9,1.55,17.5,35.9,172,161.0,72,0.49,1.04,1,Female,HIIT,Beginner,114.0,0,-2.3378122414105276,0.6650047098819716
57,68.4,1.61,26.2,44.5,172,129.0,76,1.21,1.02,7,Female,Yoga,Advanced,329.0,1,0.1302477236639925,-2.209687523895244
39,78.9,1.73,26.4,25.1,179,152.0,68,0.88,1.42,4,Male,Cardio,Advanced,543.0,2,0.8597500964391218,-0.18007111659072683
40,68.1,1.6,26.6,34.9,175,150.0,78,0.36,0.8,2,Female,Strength,Beginner,111.0,0,-2.9270504181671346,0.5290237398296962
31,61.8,1.65,22.8,33.6,187,128.0,78,0.94,0.66,1,Female,Yoga,Beginner,168.0,0,-1.553257682104658,0.07135709665643639
31,104.7,1.85,30.5,30.6,189,165.0,66,0.66,1.26,3,Male,HIIT,Intermediate,610.0,2,0.3739427633352093,1.0951870714605023
44,60.7,1.62,23.1,25.2,171,120.0,73,1.1,0.81,4,Female,Yoga,Intermediate,245.0,1,-0.7316949442276945,-2.0981781320366912
53,90.0,1.85,26.4,18.7,170,150.0,86,0.97,1.95,3,Male,Strength,Beginner,500.0,2,1.6337025744576654,0.8344459303280597
56,84.6,1.77,27.1,25.2,173,165.0,69,0.64,1.38,7,Male,HIIT,Advanced,598.0,1,0.4292817579554736,-0.35117605104987976
51,84.7,1.64,31.3,36.0,167,144.0,80,0.8,1.42,3,Female,Cardio,Beginner,412.0,1,0.04905699712235613,-0.01635689843231098
44,66.9,1.68,23.6,24.2,166,120.0,75,1.09,1.3,5,Male,Yoga,Intermediate,254.0,1,0.11544860802338816,-2.2331016079407653
39,60.0,1.64,22.3,31.5,170,143.0,76,0.89,1.5,3,Female,Strength,Beginner,296.0,1,-0.04225310677372621,-0.3168974440573052
32,49.8,1.62,19.1,22.3,183,171.0,76,0.69,1.65,3,Female,HIIT,Beginner,271.0,0,-0.38305431899972336,1.4479025124134943
51,71.2,1.52,30.7,37.8,164,146.0,74,0.75,0.8,4,Female,Strength,Intermediate,344.0,1,-1.270477976573356,-1.018716196506844
31,62.0,1.53,26.4,32.4,184,146.0,79,0.86,1.64,3,Female,Strength,Beginner,239.0,0,-0.04853132887807253,0.5616990767617415
29,61.3,1.52,26.5,32.1,199,188.0,63,0.56,1.51,4,Female,HIIT,Intermediate,384.0,0,-0.4365755167868712,1.8053937257131105
55,98.3,1.65,36.0,39.0,160,135.0,76,1.19,1.66,3,Female,Strength,Beginner,533.0,2,1.6944331082791757,-0.9768252702839346
43,82.7,1.78,26.0,31.3,176,116.0,67,0.98,1.12,7,Male,Yoga,Advanced,410.0,1,0.28579284900496144,-2.669329536948355
33,58.0,1.71,19.9,13.5,200,153.0,68,1.31,1.04,4,Male,Strength,Intermediate,470.0,2,1.0155601833252488,0.34953938208364416
55,64.1,1.63,24.1,18.4,173,168.0,76,0.62,0.99,4,Female,HIIT,Advanced,410.0,0,-1.0511582929916916,0.47301237246934874
59,63.7,1.74,21.1,20.5,165,133.0,70,0.99,1.59,1,Male,Strength,Beginner,295.0,1,0.4208621154810088,-0.7680955140334934
31,55.9,1.55,23.3,20.0,185,146.0,66,1.12,1.91,3,Male,Strength,Beginner,374.0,2,1.5396895711287915,-0.017399549936616084
40,68.5,1.72,23.3,10.7,183,138.0,76,1.16,1.84,4,Male,Strength,Intermediate,467.0,2,1.8707648530487333,-0.2410371864909496
38,56.5,1.58,22.6,20.1,193,165.0,62,1.05,1.69,5,Female,Cardio,Intermediate,423.0,2,1.0961232613163638,0.13168030405342412
48,52.0,1.63,19.5,11.8,171,146.0,63,0.71,1.75,3,Male,Cardio,Beginner,160.0,1,-0.4299064194073029,-0.7677222487155809
58,95.3,1.76,30.9,13.9,163,154.0,80,0.6,1.52,1,Male,HIIT,Beginner,516.0,0,0.19226439861481795,0.9874476989820099
41,89.8,1.86,25.9,30.7,170,162.0,72,0.64,1.23,3,Male,HIIT,Intermediate,538.0,0,-0.06830683341197138,0.41442737448047773
52,68.9,1.7,23.9,22.7,173,161.0,77,0.58,1.78,3,Male,HIIT,Beginner,247.0,0,-0.4068391758020473,0.8488211062303231
43,77.1,1.67,27.7,40.0,168,141.0,68,0.78,1.08,4,Female,Cardio,Intermediate,388.0,1,-0.5721159103057939,-1.2777043737494858
56,73.2,1.66,26.6,9.7,166,141.0,66,1.37,1.75,2,Male,Cardio,Beginner,647.0,2,2.7511655603172462,-0.7257871986752475
35,70.6,1.65,25.8,29.1,177,148.0,67,0.69,1.14,2,Female,Cardio,Beginner,263.0,0,-1.1199428483905955,-0.06518047351589937
34,68.5,1.58,27.4,38.9,192,188.0,69,0.43,0.82,5,Female,HIIT,Intermediate,280.0,0,-2.1778798555814687,1.441001695333291
36,77.8,1.75,25.3,33.6,179,123.0,63,0.89,0.99,3,Male,Yoga,Intermediate,259.0,1,-0.7123978451674992,-1.6836595444640963
60,69.6,1.6,27.3,38.7,169,142.0,76,0.92,1.74,2,Female,Cardio,Beginner,390.0,2,0.7239504133406369,-0.042231813387281165
44,82.2,1.72,27.7,12.4,166,167.0,68,0.53,1.15,5,Female,HIIT,Intermediate,397.0,0,-1.07471582273751,-0.41193091473151777
24,66.6,1.62,25.4,42.0,192,161.0,72,0.65,1.19,5,Female,Cardio,Intermediate,360.0,0,-0.7437915470674461,0.6019697886494878
19,69.6,1.7,24.0,20.8,186,159.0,72,0.25,0.69,3,Male,Cardio,Intermediate,154.0,0,-3.0389951477337975,0.7485426128952445
40,97.5,1.78,30.6,33.8,177,157.0,73,1.09,1.18,3,Male,Cardio,Intermediate,778.5,2,1.7525730063368745,0.5170752675950002
52,66.3,1.7,23.0,22.2,188,150.0,71,0.7,0.87,4,Female,Cardio,Advanced,290.0,0,-1.3499975950009029,-0.035719707278856795
38,65.6,1.58,26.3,18.3,188,175.0,69,0.25,0.64,5,Female,HIIT,Intermediate,151.0,0,-3.274674982300687,0.729402771114709
42,75.7,1.69,26.4,30.7,178,118.0,69,1.28,1.18,6,Female,Yoga,Advanced,382.0,1,0.7928765120728314,-2.480915478861545
52,68.1,1.74,22.5,25.3,194,165.0,69,1.12,1.74,4,Female,Cardio,Advanced,617.0,2,2.038169381989703,0.9166383376848395
40,75.4,1.86,21.7,25.1,174,137.0,60,0.98,1.8,1,Male,Strength,Beginner,397.0,2,1.1330951571599654,-0.6155624381915851
57,62.5,1.63,23.5,35.6,177,166.0,75,0.59,1.23,4,Female,HIIT,Intermediate,345.0,0,-0.9726318997271683,0.5599710677354531
45,65.2,1.69,22.9,28.0,166,116.0,72,1.08,0.9,5,Male,Yoga,Intermediate,274.0,1,-0.42014612819477715,-2.6043120501215724
49,49.9,1.61,19.3,22.6,172,143.0,71,0.88,1.14,6,Female,Strength,Advanced,269.0,1,-0.670508899133728,-1.5405395748611324
51,58.4,1.62,22.3,21.7,163,141.0,63,1.11,2.21,5,Male,Cardio,Intermediate,476.0,2,2.2678350972013077,-1.8212390239799645
44,72.2,1.67,25.8,23.0,179,169.0,73,0.86,2.04,3,Male,HIIT,Beginner,613.0,2,1.9320331742428516,1.4417431001575138
20,73.3,1.57,29.6,31.2,194,164.0,64,0.97,1.75,3,Female,Cardio,Intermediate,478.0,2,1.2118486229713763,0.8271226568214485
36,80.2,1.73,26.9,38.4,181,137.0,79,1.12,0.87,1,Female,Yoga,Beginner,303.0,0,-0.42326775828014024,0.26439275586956196
24,48.7,1.67,17.5,31.5,198,153.0,62,0.66,1.17,5,Female,Strength,Intermediate,252.0,0,-1.077081122033345,-0.11689218523631878
39,82.8,1.74,27.2,29.2,177,163.0,65,0.38,1.02,5,Male,HIIT,Intermediate,273.0,0,-1.8625302228971767,-0.22472679573847484
24,67.1,1.72,22.7,18.1,193,155.0,74,0.37,0.83,4,Male,Cardio,Intermediate,211.0,0,-2.303894661166577,0.7956218900884209
39,71.1,1.64,26.5,15.8,187,138.0,64,0.85,1.17,5,Female,Strength,Advanced,394.0,1,-0.1324812663705502,-1.0718323562167231
32,88.8,1.89,24.7,11.1,175,116.0,65,0.91,1.0,3,Male,Yoga,Intermediate,239.0,1,-0.7212422434612241,-2.0441812630074008
18,72.6,1.74,24.1,10.3,190,151.0,76,0.97,1.28,4,Male,Strength,Intermediate,471.0,2,0.6117851632254512,0.5739374671932177
23,56.7,1.52,24.4,28.0,192,150.0,76,0.79,0.95,3,Female,Strength,Intermediate,240.0,0,-1.2265577489229766,0.579397575412937
39,84.4,1.85,24.7,14.3,185,128.0,72,1.23,1.7,7,Male,Yoga,Advanced,467.0,2,1.8980402667182892,-1.5443999259784875
21,81.4,1.65,29.9,33.7,203,132.0,73,1.12,1.49,4,Female,Yoga,Advanced,359.0,2,0.8869455304086935,-0.039396816652747295
54,71.7,1.7,24.7,22.0,169,142.0,73,0.7,1.18,2,Male,Cardio,Beginner,337.0,0,-0.6763301531133781,-0.14903262358496377
50,74.7,1.61,28.9,24.0,171,140.0,70,0.98,1.54,5,Female,Strength,Intermediate,403.0,1,0.6317995694808236,-1.327905659694001
48,70.5,1.58,28.4,41.0,169,142.0,71,0.95,1.51,2,Female,Strength,Beginner,311.0,1,0.15222627285596238,-0.47392863303175886
25,76.6,1.67,27.3,24.8,192,175.0,69,0.51,1.72,5,Female,HIIT,Advanced,390.0,0,-0.16835636689397898,1.1642816636548547
52,43.8,1.56,18.0,23.2,170,147.0,68,0.8,1.61,4,Female,Cardio,Intermediate,221.0,1,-0.3545635832102361,-1.0489716160025429
45,81.4,1.67,29.0,23.1,175,140.0,68,0.44,1.13,5,Male,Cardio,Intermediate,222.0,1,-1.672731821885116,-1.0837802502544183
34,71.0,1.75,23.1,34.1,183,121.0,78,1.23,1.37,2,Female,Yoga,Beginner,241.0,1,0.42734761175141667,-0.5685894132504853
18,81.3,1.72,27.5,37.3,199,135.0,82,1.53,1.49,2,Female,Yoga,Beginner,419.0,2,1.920377221176798,0.8803150920769407
40,50.0,1.54,21.1,28.1,176,128.0,73,0.82,1.36,4,Female,Yoga,Intermediate,154.0,1,-0.8342883703079897,-1.362928377491545
52,51.8,1.6,20.3,30.3,167,120.0,85,1.38,1.64,1,Female,Yoga,Beginner,224.0,2,1.0026873262242886,-0.7617541932770855
19,88.5,1.66,32.3,45.6,197,180.0,70,0.69,1.2,2,Female,HIIT,Beginner,533.0,0,-0.07054714119362504,2.4791892584181427
20,55.9,1.63,21.2,29.0,172,161.0,57,0.61,1.39,6,Female,HIIT,Advanced,322.0,1,-0.7299310325380811,-1.3361724046216759
34,69.7,1.55,29.2,20.3,180,170.0,75,0.74,1.69,5,Female,HIIT,Intermediate,444.0,2,0.41565644762718984,0.713517414660383
39,79.4,1.77,25.2,27.8,173,134.0,70,0.72,0.63,3,Male,Strength,Beginner,298.0,1,-1.5490200499995834,-0.8373126833696436
38,74.3,1.79,23.2,21.9,190,160.0,73,1.16,1.42,1,Male,Strength,Beginner,515.0,2,1.3436713181208662,1.5831757962725401
36,75.0,1.74,24.6,24.7,180,149.0,57,0.95,1.66,7,Female,Cardio,Advanced,543.0,1,1.3146730709342638,-1.6076290522372438
28,65.5,1.82,19.9,25.1,184,173.0,65,0.51,0.65,5,Male,HIIT,Intermediate,351.0,0,-1.8679464309165115,0.3698131500434652
20,71.5,1.7,24.7,28.8,193,160.0,62,1.25,1.52,5,Female,Cardio,Intermediate,669.0,2,2.1897809398775356,0.032400182977293746
19,50.0,1.55,20.7,26.2,190,164.0,72,0.89,1.44,3,Female,Cardio,Beginner,299.0,0,-0.10571410323998853,1.1135437276708393
22,68.0,1.71,23.3,22.7,189,156.0,72,0.83,1.4,3,Male,Strength,Beginner,328.0,0,-0.04852626410349887,0.9131598792170684
47,79.3,1.67,28.3,31.2,176,150.0,75,0.47,1.01,1,Female,Strength,Beginner,149.0,0,-2.233905107816634,0.6387232661139953
51,74.0,1.7,25.8,31.4,170,144.0,78,0.7,1.65,3,Female,Cardio,Intermediate,305.0,1,-0.2019978685328499,-0.21354472726216406
36,47.4,1.57,19.2,30.5,180,175.0,78,0.26,0.78,2,Female,HIIT,Beginner,106.0,0,-3.2677040714051144,1.7465685637513182
21,79.6,1.68,28.0,23.0,186,126.0,65,1.19,1.23,1,Male,Yoga,Beginner,306.0,1,0.4789510417757897,-0.5964663079654562
35,59.3,1.55,24.8,27.2,175,156.0,74,0.59,0.79,4,Female,Cardio,Intermediate,202.0,0,-2.135235237648943,-0.20535863909492605
60,60.7,1.63,22.7,26.2,167,143.0,68,0.92,1.44,7,Male,Cardio,Advanced,481.0,1,0.7470512162507603,-1.8072926468644153
28,78.0,1.68,27.6,32.3,190,161.0,70,1.24,2.13,4,Female,Cardio,Intermediate,678.0,2,3.093579203645865,0.7510126139650822
39,65.6,1.65,24.2,16.2,171,165.0,71,0.79,1.74,4,Male,HIIT,Intermediate,499.0,2,0.8827253086559406,0.24884758910748447
41,53.1,1.62,20.4,14.3,185,178.0,72,0.58,1.31,5,Female,HIIT,Intermediate,312.0,0,-0.9931960296597697,0.9570490968684466
32,77.7,1.56,31.8,23.8,191,169.0,67,1.07,1.87,3,Female,Cardio,Intermediate,629.0,2,2.12385933496056,1.167037197040397
36,62.6,1.59,24.7,34.6,190,179.0,73,0.51,1.45,1,Female,HIIT,Beginner,183.0,0,-1.4040507722723792,2.328141671780673
38,77.3,1.78,24.5,17.9,184,158.0,78,0.81,1.42,5,Male,Cardio,Intermediate,500.0,2,0.5377339131070928,0.6352494535735579
38,62.1,1.63,23.3,26.5,186,133.0,67,0.81,1.6,5,Female,Strength,Intermediate,304.0,1,0.10479430086148239,-1.0746641587357904
48,72.2,1.57,29.3,36.1,190,117.0,65,0.64,0.69,4,Female,Yoga,Intermediate,173.0,1,-2.0402894023178946,-1.5983446479121568
42,67.4,1.72,22.8,22.7,177,148.0,67,0.98,1.6,6,Male,Cardio,Advanced,481.0,1,1.1402739131480066,-1.0227217462783302
20,44.6,1.53,18.9,18.3,186,151.0,61,0.85,1.33,6,Female,Cardio,Advanced,357.0,1,-0.07434644313244088,-1.0248168105095397
18,54.7,1.57,22.2,22.0,184,147.0,64,1.1,1.78,1,Female,Strength,Beginner,258.0,2,0.7397042443017701,0.09906632715896074
35,87.4,1.71,29.8,35.1,196,146.0,69,0.86,1.06,3,Female,Strength,Intermediate,388.0,0,-0.3215847207333527,0.351064422127757
57,73.5,1.62,28.0,38.4,181,128.0,83,1.3,1.33,1,Female,Yoga,Beginner,308.0,2,0.7100323061325632,0.12183130410454832
19,72.4,1.74,23.8,20.2,188,126.0,74,1.27,0.92,3,Female,Yoga,Beginner,305.0,1,0.08021340419086595,-0.6624462166792264
21,79.2,1.62,30.0,32.6,188,167.0,75,0.74,1.46,1,Female,Cardio,Beginner,380.0,0,-0.13647342113051877,1.9529208454295959
47,73.2,1.63,27.6,30.1,173,143.0,62,0.54,1.36,2,Female,Cardio,Beginner,203.0,1,-1.3193938560071508,-0.6152542110977334
37,61.8,1.61,23.8,22.9,191,181.0,73,0.45,1.27,4,Male,HIIT,Intermediate,328.0,0,-1.1521083835369836,1.7906339651413927
27,52.2,1.47,24.2,28.6,180,155.0,71,1.08,1.95,5,Female,Cardio,Intermediate,397.0,2,1.426547412842851,-0.3085826681992183
26,70.3,1.64,26.1,26.6,176,122.0,64,1.35,1.66,7,Female,Yoga,Advanced,337.0,1,1.4911125902951299,-2.9167147898313055
46,57.3,1.63,21.6,35.2,191,184.0,75,0.35,1.07,2,Female,HIIT,Beginner,195.0,0,-2.2873696430159187,2.492070068552678
40,73.3,1.72,24.8,25.5,182,156.0,75,0.77,1.5,1,Female,Cardio,Beginner,342.0,0,-0.13608744368184897,1.2242656844755702
45,79.9,1.75,26.0,23.6,180,160.0,64,0.43,1.17,4,Male,HIIT,Intermediate,349.0,0,-1.2274525395425733,0.04160156939316556
